timestamp,git_commit,git_depth,git_branch,git_dirty,benchmark_name,seed,num_games,total_turns,total_actions,total_duration_ms,avg_turns_per_game,avg_actions_per_game,avg_duration_ms_per_game,games_per_sec,actions_per_sec,turns_per_sec,actions_per_turn,total_bytes_allocated,total_bytes_deallocated,net_bytes,avg_bytes_per_game,bytes_per_turn,bytes_per_sec
2025-11-02T23:22:17Z,0cfe253,594,main,_dirty,old_school:_white_weenie_mirror,42,13885,777560,18217120,13965.537389000,56.00,1312.00,1.01,994.23,1304433.87,55677.06,23.43,17352140040,12991060958,4361079082,1249704.00,22316.14,1242497123.93
2025-11-02T23:22:17Z,0cfe253,594,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,14875,580125,12509875,13549.231671000,39.00,841.00,0,1097.85,923290.36,42816.08,21.56,18814584250,15497394508,3317189742,1264846.00,32431.95,1388608941.59
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,fresh,42,68028,476196,13129404,12447.859044000,7.00,193.00,0,5465.04,1054751.98,38255.25,27.57,16576654872,7367569293,9209085579,243674.00,34810.57,1331687225.36
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,fresh_with_logging,42,52023,364161,10040439,12933.058525000,7.00,193.00,0,4022.48,776339.10,28157.38,27.57,12954351276,5747085185,7207266091,249012.00,35573.14,1001646381.71
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,fresh_with_stdout_logging,42,53783,376481,10380119,13728.487708000,7.00,193.00,,3917.62,756100.69,27423.34,27.57,13222227852,5941515957,7280711895,245844.00,35120.57,963123406.83
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,snapshot,42,225750,1580250,43569750,12208.838207000,7.00,193.00,0,18490.70,3568705.66,129434.92,27.57,32078623500,4814344829,27264278671,142098.00,20299.71,2627491900.22
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,rewind,42,261115,4700070,55465521,1314.860838000,18.00,212.42,0,198587.56,42183567.57,3574576.00,11.80,17017320,561571640,-544554320,65.17,3.62,12942297.40
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,old_school:_mono_black_vs_the_deck,42,22271,712672,18395846,15527.731778000,32.00,826.00,0,1434.27,1184709.16,45896.72,25.81,18064631688,13145309536,4919322152,811128.00,25347.75,1163378653.51
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,old_school:_white_weenie_mirror,42,13555,759080,17784160,14097.394965000,56.00,1312.00,1.04,961.53,1261521.01,53845.41,23.43,16939737720,12682306313,4257431407,1249704.00,22316.14,1201621843.05
2025-11-03T01:19:07Z,c18fffe,595,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,14600,569400,12278600,14770.937256000,39.00,841.00,1.01,988.43,831267.49,38548.67,21.56,18466751600,15210884873,3255866727,1264846.00,32431.95,1250208519.60
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,fresh,42,68138,476966,13150634,12533.310302000,7.00,193.00,0,5436.55,1049254.64,38055.87,27.57,16849300916,7625324417,9223976499,247282.00,35326.00,1344361586.05
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,fresh_with_logging,42,53343,373401,10295199,13858.944201000,7.00,193.00,0,3848.99,742855.94,26942.96,27.57,13475508660,6085369181,7390139479,252620.00,36088.57,972332990.49
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,fresh_with_stdout_logging,42,53893,377251,10401349,13894.428231000,7.00,193.00,,3878.75,748598.56,27151.24,27.57,13443716636,6148113769,7295602867,249452.00,35636.00,967561702.61
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,snapshot,42,231635,1621445,44705555,12022.200352000,7.00,193.00,0,19267.27,3718583.43,134870.90,27.57,33750609310,5775587927,27975021383,145706.00,20815.14,2807357082.88
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,rewind,42,262930,4732740,55850456,1303.916729000,18.00,212.42,0,201646.31,42832839.52,3629633.62,11.80,17135224,565462392,-548327168,65.17,3.62,13141348.38
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,old_school:_mono_black_vs_the_deck,42,22546,721472,18622996,15410.832782000,32.00,826.00,0,1463.00,1208435.41,46815.90,25.81,18639048752,13658981462,4980067290,826712.00,25834.75,1209477061.73
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,old_school:_white_weenie_mirror,42,13940,780640,18289280,14002.7358000,56.00,1312.00,1.00,995.52,1306121.91,55749.11,23.43,17938661120,13560306105,4378355015,1286848.00,22979.43,1281082595.30
2025-11-03T01:32:49Z,73cab09,596,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,14435,562965,12139835,13837.727777000,39.00,841.00,0,1043.16,877299.74,40683.34,21.56,18337675470,15118606424,3219069046,1270362.00,32573.38,1325194118.97
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,fresh,42,66818,467726,12895874,12593.924761000,7.00,193.00,0,5305.57,1023975.79,37139.02,27.57,16281809332,7236523873,9045285459,243674.00,34810.57,1292830443.33
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,fresh_with_logging,42,53728,376096,10369504,13833.335199000,7.00,193.00,0,3883.95,749602.60,27187.66,27.57,13378916736,5935439357,7443477379,249012.00,35573.14,967150476.98
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,fresh_with_stdout_logging,42,53453,374171,10316429,13794.169645000,7.00,193.00,,3875.04,747883.29,27125.30,27.57,13141099332,5905059373,7236039959,245844.00,35120.57,952656061.96
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,snapshot,42,229600,1607200,44312800,12009.128378000,7.00,193.00,0,19118.79,3689926.41,133831.53,27.57,32625700800,4896449784,27729251016,142098.00,20299.71,2716741779.51
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,rewind,42,261280,4703040,55500277,1283.790874000,18.00,212.42,0,203522.24,43231555.95,3663400.40,11.80,17027944,561922429,-544894485,65.17,3.62,13263798.91
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,old_school:_mono_black_vs_the_deck,42,15150,484800,12513900,13984.418379000,32.00,826.00,0,1083.35,894845.94,34667.16,25.81,12288589200,8942187225,3346401975,811128.00,25347.75,878734379.00
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,old_school:_white_weenie_mirror,42,13830,774480,18144960,14169.840017000,56.00,1312.00,1.02,976.02,1280533.86,54656.93,23.43,17283406320,12939602269,4343804051,1249704.00,22316.14,1219731930.58
2025-11-03T01:38:37Z,73cab09,596,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,14765,575835,12417365,13931.488852000,39.00,841.00,0,1059.83,891316.44,41333.34,21.56,18675451190,15382793036,3292658154,1264846.00,32431.95,1340520843.71
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,fresh,42,68688,480816,13256784,12484.332334000,7.00,193.00,0,5501.94,1061873.69,38513.55,27.57,16737479712,7439048613,9298431099,243674.00,34810.57,1340678801.57
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,fresh_with_logging,42,54388,380716,10496884,13710.199684000,7.00,193.00,0,3966.97,765625.90,27768.82,27.57,13543264656,6008350877,7534913779,249012.00,35573.14,987824026.50
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,fresh_with_stdout_logging,42,54223,379561,10465039,13753.57451000,7.00,193.00,,3942.47,760895.94,27597.26,27.57,13330399212,5990123637,7340275575,245844.00,35120.57,969231613.37
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,snapshot,42,232845,1629915,44939085,12069.833192000,7.00,193.00,0,19291.48,3723256.51,135040.39,27.57,33086808810,4965652851,28121155959,142098.00,20299.71,2741281365.17
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,rewind,42,263370,4740660,55943809,1300.06074000,18.00,212.42,0,202582.84,43031688.66,3646491.16,11.80,17163896,566408568,-549244672,65.17,3.62,13202380.07
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,old_school:_mono_black_vs_the_deck,42,23041,737312,19031866,15294.183454000,32.00,826.00,0,1506.52,1244385.88,48208.65,25.81,18689200248,13599796180,5089404068,811128.00,25347.75,1221980912.17
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,old_school:_white_weenie_mirror,42,14270,799120,18722240,13868.816303000,56.00,1312.00,0,1028.93,1349952.27,57619.91,23.43,17833276080,13351273930,4482002150,1249704.00,22316.14,1285854227.96
2025-11-03T01:52:54Z,6e47d7d,597,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,15150,590850,12741150,13436.775223000,39.00,841.00,0,1127.50,948229.75,43972.60,21.56,19162416900,15783898626,3378518274,1264846.00,32431.95,1426117247.78
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,fresh,42,69348,485436,13384164,12407.601539000,7.00,193.00,0,5589.15,1078706.79,39124.08,27.57,17028124008,7240899592,9787224416,245546.00,35078.00,1372394491.75
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,fresh_with_logging,42,59943,419601,11568999,12990.889455000,7.00,193.00,0,4614.23,890547.11,32299.64,27.57,15226421145,6408143653,8818277492,254015.00,36287.86,1172084574.94
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,fresh_with_stdout_logging,42,54993,384951,10613649,13710.689962000,7.00,193.00,,4010.96,774114.87,28076.71,27.57,13723833108,5962561361,7761271747,249556.00,35650.86,1000958605.73
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,snapshot,42,225420,1577940,43506060,12123.439088000,7.00,193.00,0,18593.73,3588590.64,130156.14,27.57,32075011800,4417781489,27657230311,142290.00,20327.14,2645702392.46
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,rewind,42,258695,4656510,54950534,1283.973585000,18.00,212.41,0,201480.00,42797246.49,3626640.03,11.80,16859336,556358088,-539498752,65.17,3.62,13130594.12
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,old_school:_mono_black_vs_the_deck,42,22381,716192,19113374,15484.057816000,32.00,854.00,0,1445.42,1234390.51,46253.51,26.69,19176421277,14162256210,5014165067,856817.00,26775.53,1238462262.60
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,old_school:_white_weenie_mirror,42,14270,585070,18222790,13808.670879000,41.00,1277.00,0,1033.41,1319662.85,42369.75,31.15,18116963680,13650489654,4466474026,1269584.00,30965.46,1311999093.81
2025-11-04T16:35:03Z,b9765f3,687,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,15150,590850,12741150,13531.349713000,39.00,841.00,0,1119.62,941602.30,43665.27,21.56,18891186450,15458370773,3432815677,1246943.00,31972.90,1396105107.82
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,fresh,42,67863,475041,13097559,12801.666574000,7.00,193.00,0,5301.11,1023113.59,37107.75,27.57,16725650706,7148009347,9577641359,246462.00,35208.86,1306521350.90
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,fresh_with_logging,42,59228,414596,11431004,13311.37789000,7.00,193.00,0,4449.43,858739.35,31145.99,27.57,15395726320,6412496793,8983229527,259940.00,37134.29,1156583972.54
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,fresh_with_stdout_logging,42,53838,376866,10390734,12962.496546000,7.00,193.00,,4153.37,801599.75,29073.57,27.57,13509030960,5910766085,7598264875,250920.00,35845.71,1042162743.27
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,snapshot,42,191925,1343475,37041525,12950.90156000,7.00,193.00,0,14819.43,2860150.30,103736.02,27.57,27484811550,3937149779,23547661771,143206.00,20458.00,2122231523.63
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,rewind,42,253305,4559490,53810222,1284.213609000,18.00,212.43,0,197245.22,41901301.80,3550414.02,11.80,16510184,544836124,-528325940,65.18,3.62,12856259.96
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,rewind_+_play_again,42,532131,2128534,54990948,11856.464335000,4.00,103.34,0,44881.09,4638056.21,179525.19,25.84,7709734800,6681655529,1028079271,14488.42,3622.09,650255808.32
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,old_school:_mono_black_vs_the_deck,42,22051,705632,18831554,16124.561424000,32.00,854.00,0,1367.54,1167880.07,43761.31,26.69,18935700873,13995466564,4940234309,858723.00,26835.09,1174338971.16
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,old_school:_white_weenie_mirror,42,14160,580560,18082320,13893.444604000,41.00,1277.00,0,1019.19,1301500.13,41786.61,31.15,18017920320,13585873710,4432046610,1272452.00,31035.41,1296864876.46
2025-11-04T16:58:10Z,3f5cbca,702,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,14985,584415,12602385,13580.808241000,39.00,841.00,0,1103.40,927955.45,43032.42,21.56,18729586665,15334159179,3395427486,1249889.00,32048.44,1379121649.66
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,fresh,42,69238,484666,13362934,12236.95065000,7.00,193.00,0,5658.11,1092015.03,39606.76,27.57,16338921716,6567224497,9771697219,235982.00,33711.71,1335211866.36
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,fresh_with_logging,42,60438,423066,11664534,12928.162585000,7.00,193.00,0,4674.91,902257.68,32724.37,27.57,15076863480,5910111525,9166751955,249460.00,35637.14,1166203115.17
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,fresh_with_stdout_logging,42,54058,378406,10433194,13737.450727000,7.00,193.00,,3935.08,759470.90,27545.58,27.57,12997705520,5368392245,7629313275,240440.00,34348.57,946151202.16
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,snapshot,42,234550,1641850,45268150,11932.484135000,7.00,193.00,0,19656.43,3793690.36,137594.99,27.57,31130883300,2353475081,28777408219,132726.00,18960.86,2608918892.98
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,rewind,42,268595,4834710,57053324,1332.565639000,18.00,212.41,0,201562.30,42814644.42,3628121.47,11.80,17504088,577634904,-560130816,65.17,3.62,13135629.11
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,rewind_+_play_again,42,562051,2248215,58083648,11487.3216000,4.00,103.34,0,48927.94,5056326.45,195712.72,25.84,4437920091,3352035124,1085884967,7895.94,1973.97,386332014.16
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,old_school:_mono_black_vs_the_deck,42,22821,730272,19489134,15296.956759000,32.00,854.00,0,1491.87,1274053.02,47739.69,26.69,18934469595,13821727294,5112742301,829695.00,25927.97,1237793235.17
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,old_school:_white_weenie_mirror,42,14765,605365,18854905,13670.544827000,41.00,1277.00,0,1080.06,1379235.81,44282.43,31.15,18032376380,13410965731,4621410649,1221292.00,29787.61,1319067865.12
2025-11-04T18:50:53Z,56d2137,706,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,15425,601575,12972425,13457.169452000,39.00,841.00,0,1146.23,963978.72,44702.94,21.56,18880030325,15384903171,3495127154,1223989.00,31384.33,1402971879.96
2025-11-04T19:13:19Z,4901478,707,main,_dirty,fresh,42,69128,483896,13341704,12360.805552000,7.00,193.00,0,5592.52,1079355.54,39147.61,27.57,16273422480,6556790997,9716631483,235410.00,33630.00,1316534137.81
2025-11-04T19:13:19Z,4901478,707,main,_dirty,fresh_with_logging,42,59888,419216,11558384,12862.79155000,7.00,193.00,0,4655.91,898590.63,32591.37,27.57,14905404544,5856327485,9049077059,248888.00,35555.43,1158800131.84
2025-11-04T19:13:19Z,4901478,707,main,_dirty,fresh_with_stdout_logging,42,53893,377251,10401349,13723.600933000,7.00,193.00,,3927.03,757916.89,27489.21,27.57,12927206124,5352006881,7575199243,239868.00,34266.86,941968961.87
2025-11-04T19:13:19Z,4901478,707,main,_dirty,snapshot,42,232570,1627990,44886010,11969.887075000,7.00,193.00,0,19429.59,3749910.90,136007.13,27.57,30735055780,2333607564,28401448216,132154.00,18879.14,2567698056.58
2025-11-04T19:13:19Z,4901478,707,main,_dirty,rewind,42,265845,4785210,56469775,1356.607118000,18.00,212.42,0,195963.15,41625739.87,3527336.64,11.80,17325280,571734240,-554408960,65.17,3.62,12771037.22
2025-11-04T19:13:19Z,4901478,707,main,_dirty,rewind_+_play_again,42,557871,2231495,57651635,11566.2578000,4.00,103.34,0,48232.63,4984467.40,192931.46,25.84,4085807209,3327100214,758706995,7323.93,1830.97,353252303.35
2025-11-04T19:13:19Z,4901478,707,main,_dirty,old_school:_mono_black_vs_the_deck,42,22711,726752,19395194,15334.694049000,32.00,854.00,0,1481.02,1264791.72,47392.66,26.69,18712842005,13632282584,5080559421,823955.00,25748.59,1220294447.69
2025-11-04T19:13:19Z,4901478,707,main,_dirty,old_school:_white_weenie_mirror,42,14655,600855,18714435,13696.722316000,41.00,1277.00,0,1069.96,1366344.05,43868.52,31.15,17772294360,13184550674,4587743686,1212712.00,29578.34,1297558200.42
2025-11-04T19:13:19Z,4901478,707,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,15315,597285,12879915,13450.71144000,39.00,841.00,0,1138.60,957563.85,44405.46,21.56,18739755615,15275190426,3464565189,1223621.00,31374.90,1393216685.87
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,fresh,42,68688,480816,13256784,12442.493967000,7.00,193.00,0,5520.44,1065444.28,38643.06,27.57,15935203872,6403507685,9531696187,231994.00,33142.00,1280708185.53
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,fresh_with_logging,42,59943,419601,11568999,13011.790718000,7.00,193.00,0,4606.82,889116.59,32247.75,27.57,14740223472,5777304161,8962919311,245904.00,35129.14,1132835886.42
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,fresh_with_stdout_logging,42,54113,378791,10443809,13762.208776000,7.00,193.00,,3932.00,758875.93,27524.00,27.57,12806815484,5297663081,7509152403,236668.00,33809.71,930578491.61
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,snapshot,42,233725,1636075,45108925,11878.872606000,7.00,193.00,0,19675.69,3797407.93,137729.82,27.57,30560478650,2436817687,28123660963,130754.00,18679.14,2572675005.75
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,rewind,42,274700,4944600,58347901,919.176681,18.00,212.41,0,298854.40,63478439.14,5379379.29,11.80,0,0,0,0.00,0.00,0.00
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,rewind_+_play_again,42,719413,2877664,74343546,14709.824779000,4.00,103.34,0,48906.97,5054006.22,195628.71,25.83,4692997178,4451274711,241722467,6523.37,1630.84,319038278.74
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,old_school:_mono_black_vs_the_deck,42,22766,728512,19442164,15389.865226000,32.00,854.00,0,1479.29,1263309.57,47337.13,26.69,18704431770,13658194532,5046237238,821595.00,25674.84,1215373331.43
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,old_school:_white_weenie_mirror,42,14655,600855,18714435,13727.911109000,41.00,1277.00,0,1067.53,1363239.81,43768.86,31.15,17827514400,13183497183,4644017217,1216480.00,29670.24,1298632709.55
2025-11-04T20:05:16Z,1961e96,713,main,_dirty,old_school:_jeskai_aggro_vs_troll_disk,42,15425,601575,12972425,13672.288511000,39.00,841.00,0,1128.19,948811.53,43999.58,21.56,18816355925,15386137026,3430218899,1219861.00,31278.49,1376240408.46
